transcript	theta_n1	theta_n2	half_life_rep1	half_life_rep2	mean_half_life
FYCO1	0.6828	0.7409	0.6037	0.5133	0.5585
FYN	0.2813	0.3471	2.0986	1.6260	1.8623
FYTTD1	0.1495	0.1491	4.2817	4.2939	4.2878
FZD5	0.8597	0.9084	0.3529	0.2900	0.3215
FZR1	0.6179	0.6337	0.7205	0.6901	0.7053
G3BP1	0.2683	0.2624	2.2187	2.2776	2.2481
G3BP2	0.2772	0.2993	2.1352	1.9489	2.0421
G6PD	0.0777	0.0553	8.5733	12.1874	10.3804
GAB1	0.7615	0.7540	0.4836	0.4942	0.4889
GAB2	0.6768	0.6278	0.6136	0.7014	0.6575
GAB3	0.3212	0.2663	1.7891	2.2385	2.0138
GABBR1	0.5403	0.5600	0.8918	0.8443	0.8681
GABPA	0.3996	0.4120	1.3585	1.3051	1.3318
GABPB1	0.6710	0.5899	0.6234	0.7776	0.7005
GABRE	0.4833	0.5160	1.0499	0.9553	1.0026
GABRG3	0.5387	0.4690	0.8959	1.0951	0.9955
GADD45A	0.8189	0.8497	0.4057	0.3658	0.3857
GADD45GIP1	0.1416	0.1558	4.5404	4.0919	4.3162
GAK	0.3151	0.3717	1.8317	1.4917	1.6617
GALK2	0.2247	0.2414	2.7239	2.5094	2.6166
GALNT1	0.1331	0.1716	4.8516	3.6823	4.2669
GALNT2	0.1466	0.1628	4.3723	3.9001	4.1362
GALNT5	0.1911	0.2124	3.2691	2.9030	3.0861
GALNT7	0.2174	0.1948	2.8273	3.1993	3.0133
GAN	0.5529	0.5949	0.8611	0.7670	0.8141
GANAB	0.0593	0.0759	11.3333	8.7785	10.0559
GAPDH	0.0691	0.0783	9.6763	8.4980	9.0871
GAPVD1	0.3580	0.3324	1.5638	1.7156	1.6397
GARS	0.1283	0.1287	5.0470	5.0326	5.0398
GART	0.1370	0.1619	4.7042	3.9244	4.3143
GAS5	0.1999	0.2408	3.1073	2.5158	2.8116
GATA1	0.3450	0.3214	1.6381	1.7877	1.7129
GATA2	0.8651	0.8482	0.3460	0.3677	0.3569
GATAD1	0.7956	0.6840	0.4365	0.6017	0.5191
GATAD2A	0.2732	0.3205	2.1722	1.7940	1.9831
GATAD2B	0.8397	0.7855	0.3787	0.4502	0.4144
GBA2	0.4323	0.4612	1.2243	1.1207	1.1725
GBF1	0.2891	0.2950	2.0312	1.9832	2.0072
GCC1	0.8666	0.8162	0.3441	0.4091	0.3766
GCC2	0.3611	0.3947	1.5473	1.3806	1.4639
GCDH	0.2962	0.2834	1.9729	2.0799	2.0264
GCLM	0.2680	0.2798	2.2220	2.1117	2.1668
GCN1	0.1829	0.2107	3.4324	2.9302	3.1813
GDAP2	0.4726	0.5011	1.0835	0.9969	1.0402
GDF11	0.5170	0.5137	0.9526	0.9614	0.9570
GDI2	0.0966	0.1229	6.8247	5.2879	6.0563
GEMIN4	0.8332	0.8218	0.3870	0.4019	0.3944
GEMIN5	0.3032	0.3582	1.9191	1.5631	1.7411
GEN1	0.4061	0.4629	1.3303	1.1151	1.2227
GFER	0.5761	0.5617	0.8076	0.8403	0.8239
GFI1B	0.8112	0.7902	0.4157	0.4438	0.4298
GFM1	0.1579	0.1704	4.0324	3.7115	3.8719
GFM2	0.1997	0.1914	3.1115	3.2629	3.1872
GFOD1	0.7318	0.8231	0.5266	0.4001	0.4634
GFOD2	0.4704	0.4514	1.0906	1.1547	1.1226
GFPT1	0.4680	0.5106	1.0982	0.9699	1.0340
GGA1	0.3456	0.3443	1.6345	1.6425	1.6385
GGA2	0.2609	0.2138	2.2923	2.8809	2.5866
GGA3	0.3279	0.3559	1.7441	1.5756	1.6598
GGNBP2	0.7566	0.7878	0.4905	0.4472	0.4688
GGPS1	0.2032	0.3538	3.0511	1.5873	2.3192
GHITM	0.0795	0.1076	8.3635	6.0891	7.2263
GID8	0.4057	0.4424	1.3321	1.1865	1.2593
GIGYF1	0.6628	0.6313	0.6377	0.6946	0.6661
GIGYF2	0.3663	0.4055	1.5196	1.3330	1.4263
GINM1	0.4556	0.6255	1.1400	0.7057	0.9228
GINS1	0.2181	0.2409	2.8179	2.5147	2.6663
GINS2	0.2028	0.2096	3.0577	2.9467	3.0022
GINS3	0.7358	0.7749	0.5208	0.4648	0.4928
GIT2	0.6045	0.4562	0.7472	1.1378	0.9425
GLB1	0.1905	0.2319	3.2806	2.6273	2.9539
GLE1	0.1767	0.2186	3.5651	2.8102	3.1877
GLG1	0.3010	0.3136	1.9353	1.8417	1.8885
GLO1	0.1176	0.1307	5.5427	4.9488	5.2458
GLS	0.3640	0.4241	1.5316	1.2561	1.3938
GLTSCR1L	0.7079	0.7296	0.5632	0.5300	0.5466
GLTSCR2	0.1691	0.1751	3.7410	3.6003	3.6706
GLUL	0.2357	0.2592	2.5782	2.3104	2.4443
GLYR1	0.1844	0.1743	3.4016	3.6191	3.5103
GMEB1	0.8280	0.7831	0.3937	0.4535	0.4236
GMEB2	0.8263	0.7926	0.3959	0.4406	0.4183
GMNN	0.3451	0.3755	1.6378	1.4724	1.5551
GMPR	0.3549	0.3648	1.5811	1.5276	1.5543
GMPS	0.1333	0.1595	4.8459	3.9899	4.4179
GNA11	0.6037	0.6005	0.7488	0.7554	0.7521
GNA12	0.4233	0.3948	1.2593	1.3803	1.3198
GNA13	0.5450	0.5876	0.8803	0.7825	0.8314
GNAI2	0.1100	0.1496	5.9462	4.2780	5.1121
GNAI3	0.1780	0.1986	3.5357	3.1315	3.3336
GNAQ	0.4753	0.5263	1.0746	0.9276	1.0011
GNAS	0.1194	0.1028	5.4523	6.3872	5.9198
GNB1	0.1002	0.1053	6.5643	6.2265	6.3954
GNB1L	0.2755	0.2822	2.1510	2.0903	2.1206
GNB4	0.1346	0.1590	4.7958	4.0034	4.3996
GNG5	0.0908	0.1308	7.2839	4.9434	6.1137
GNGT1	0.3742	0.4048	1.4786	1.3360	1.4073
GNL1	0.2114	0.1935	2.9180	3.2234	3.0707
GNL2	0.2345	0.2758	2.5940	2.1481	2.3711
GNL3	0.2800	0.3066	2.1096	1.8928	2.0012
GNL3L	0.1532	0.1719	4.1679	3.6752	3.9216
GNPTAB	0.2147	0.2228	2.8676	2.7496	2.8086
GNS	0.2346	0.2090	2.5931	2.9560	2.7746
GOLGA1	0.5536	0.4338	0.8593	1.2185	1.0389
GOLGA2	0.4192	0.4293	1.2757	1.2358	1.2557
GOLGA3	0.2886	0.2951	2.0358	1.9822	2.0090
GOLGA4	0.7277	0.6978	0.5329	0.5792	0.5560
GOLGA5	0.5867	0.5750	0.7844	0.8100	0.7972
GOLGB1	0.3418	0.4504	1.6571	1.1580	1.4076
GOLIM4	0.4081	0.4216	1.3216	1.2660	1.2938
GOLPH3	0.5469	0.5856	0.8755	0.7869	0.8312
GOLPH3L	0.7515	0.6919	0.4979	0.5887	0.5433
GON4L	0.5324	0.6017	0.9118	0.7530	0.8324
GOPC	0.6785	0.8237	0.6108	0.3994	0.5051
GORASP2	0.3825	0.4958	1.4378	1.0123	1.2251
GOSR1	0.6003	0.6204	0.7559	0.7156	0.7357
GOT1	0.2532	0.2366	2.3743	2.5672	2.4707
GOT2	0.1111	0.0777	5.8869	8.5731	7.2300
GPANK1	0.7270	0.7354	0.5338	0.5213	0.5276
GPAT4	0.2728	0.3220	2.1758	1.7835	1.9796
GPATCH1	0.7685	0.6873	0.4738	0.5962	0.5350
GPATCH11	0.6820	0.7038	0.6049	0.5697	0.5873
GPATCH2L	0.4912	0.4983	1.0259	1.0050	1.0155
GPATCH3	0.7733	0.8239	0.4670	0.3991	0.4330
GPATCH4	0.2632	0.2897	2.2689	2.0264	2.1477
GPATCH8	0.7104	0.7066	0.5593	0.5653	0.5623
GPBP1	0.4978	0.5688	1.0064	0.8240	0.9152
GPBP1L1	0.5427	0.5320	0.8858	0.9128	0.8993
GPD2	0.2328	0.2924	2.6162	2.0040	2.3101
GPHN	0.4137	0.4308	1.2983	1.2302	1.2643
GPI	0.1301	0.1170	4.9731	5.5683	5.2707
GPN2	0.4634	0.4757	1.1135	1.0735	1.0935
GPR107	0.3179	0.3327	1.8116	1.7137	1.7627
GPR137	0.3673	0.4254	1.5144	1.2509	1.3826
GPRC5C	0.5974	0.5801	0.7618	0.7988	0.7803
GPRIN1	0.4940	0.4575	1.0175	1.1333	1.0754
GPSM2	0.2443	0.2563	2.4748	2.3408	2.4078
GPX4	0.0818	0.0890	8.1253	7.4344	7.7799
GRAMD1A	0.6323	0.5505	0.6928	0.8669	0.7798
GRAMD4	0.3428	0.2640	1.6510	2.2613	1.9561
GRB10	0.3049	0.3375	1.9056	1.6835	1.7946
GRB2	0.2455	0.2554	2.4611	2.3507	2.4059
GRHPR	0.1932	0.2192	3.2292	2.8007	3.0150
GRIN2D	0.4535	0.5945	1.1473	0.7679	0.9576
GRK2	0.2891	0.2995	2.0316	1.9472	1.9894
GRK6	0.3985	0.4302	1.3637	1.2323	1.2980
GRPEL1	0.4807	0.5582	1.0578	0.8486	0.9532
GRPEL2	0.9111	0.9317	0.2863	0.2582	0.2723
GRSF1	0.3447	0.3241	1.6399	1.7694	1.7047
GRWD1	0.5516	0.5667	0.8643	0.8289	0.8466
GS1-124K5.12	0.5673	0.5603	0.8275	0.8437	0.8356
GS1-57L11.1	0.7025	0.6164	0.5718	0.7235	0.6477
GSE1	0.5699	0.5380	0.8216	0.8975	0.8596
GSG2	0.8416	0.9273	0.3762	0.2645	0.3203
GSK3B	0.4532	0.4861	1.1483	1.0411	1.0947
GSPT1	0.1170	0.1713	5.5698	3.6878	4.6288
GSR	0.1417	0.1322	4.5367	4.8896	4.7132
GSS	0.1924	0.1408	3.2439	4.5691	3.9065
GSTCD	0.5215	0.4552	0.9404	1.1413	1.0408
GSTK1	0.1416	0.1244	4.5393	5.2191	4.8792
GSTO1	0.1772	0.1468	3.5543	4.3644	3.9594
GSTP1	0.0442	0.0544	15.3491	12.3814	13.8652
GTF2A1	0.7222	0.7854	0.5412	0.4503	0.4958
GTF2B	0.7117	0.7301	0.5573	0.5292	0.5433
GTF2E1	0.7950	0.8020	0.4374	0.4280	0.4327
GTF2E2	0.2450	0.3017	2.4658	1.9299	2.1979
GTF2F1	0.2106	0.2531	2.9305	2.3753	2.6529
GTF2F2	0.2532	0.2522	2.3743	2.3855	2.3799
GTF2H1	0.2817	0.3181	2.0947	1.8101	1.9524
GTF2H3	0.4057	0.3731	1.3321	1.4842	1.4081
GTF2I	0.1984	0.1789	3.1342	3.5169	3.3255
GTF2IRD1	0.5249	0.4644	0.9314	1.1102	1.0208
GTF3A	0.0499	0.1137	13.5382	5.7422	9.6402
GTF3C1	0.2283	0.2340	2.6742	2.6005	2.6374
GTF3C2	0.3110	0.2717	1.8610	2.1859	2.0234
GTF3C3	0.3069	0.3169	1.8910	1.8184	1.8547
GTF3C4	0.8698	0.8369	0.3401	0.3823	0.3612
GTF3C5	0.3797	0.3869	1.4515	1.4169	1.4342
GTF3C6	0.1181	0.1096	5.5162	5.9726	5.7444
GTPBP1	0.2600	0.2765	2.3025	2.1418	2.2222
GTPBP10	0.6222	0.5332	0.7121	0.9099	0.8110
GTPBP2	0.7016	0.6606	0.5732	0.6414	0.6073
GTPBP4	0.3848	0.4114	1.4267	1.3077	1.3672
GTSE1	0.4579	0.4357	1.1321	1.2116	1.1719
GTSF1	0.0998	0.1155	6.5906	5.6454	6.1180
GUCD1	0.6176	0.6299	0.7211	0.6973	0.7092
GUF1	0.2321	0.2744	2.6252	2.1608	2.3930
GUK1	0.1066	0.1035	6.1470	6.3469	6.2469
GULP1	0.5387	0.6560	0.8960	0.6496	0.7728
GUSB	0.2495	0.2036	2.4147	3.0453	2.7300
GUSBP1	0.5931	0.5380	0.7708	0.8977	0.8343
GYPC	0.1032	0.1037	6.3650	6.3342	6.3496
GYPE	0.2767	0.3280	2.1394	1.7437	1.9416
H19	0.0493	0.0545	13.7069	12.3660	13.0365
H1FX	0.2473	0.2790	2.4404	2.1192	2.2798
H2AFV	0.1332	0.1394	4.8493	4.6165	4.7329
H2AFX	0.5152	0.5060	0.9572	0.9828	0.9700
H2AFY	0.2312	0.2065	2.6368	2.9965	2.8167
H2AFZ	0.0936	0.0973	7.0533	6.7732	6.9132
H3F3A	0.0757	0.0954	8.8091	6.9107	7.8599
H3F3B	0.3885	0.4415	1.4093	1.1900	1.2997
HACD3	0.1190	0.1650	5.4689	3.8435	4.6562
HADHA	0.0837	0.0704	7.9291	9.5016	8.7153
HARS	0.2150	0.1872	2.8633	3.3451	3.1042
HAT1	0.1081	0.1031	6.0584	6.3696	6.2140
HAUS2	0.2907	0.2395	2.0177	2.5317	2.2747
HAUS6	0.4626	0.4754	1.1162	1.0746	1.0954
HAUS8	0.8399	0.8468	0.3783	0.3694	0.3739
HBG1	0.0591	0.0510	11.3814	13.2531	12.3173
HBG2	0.0329	0.0411	20.7210	16.5247	18.6228
HBS1L	0.2162	0.2153	2.8459	2.8589	2.8524
HCCS	0.2339	0.2660	2.6010	2.2416	2.4213
HCFC1	0.2224	0.2147	2.7558	2.8686	2.8122
HDAC1	0.1129	0.1354	5.7876	4.7642	5.2759
HDAC2	0.1182	0.1137	5.5113	5.7428	5.6270
HDAC4	0.5227	0.5517	0.9371	0.8640	0.9005
HDAC7	0.4267	0.4420	1.2458	1.1880	1.2169
HDDC2	0.1653	0.1960	3.8363	3.1774	3.5068
HDGF	0.1079	0.1087	6.0731	6.0230	6.0481
HDLBP	0.0961	0.0848	6.8580	7.8190	7.3385
HEATR1	0.1383	0.1222	4.6585	5.3166	4.9875
HECTD1	0.2634	0.3098	2.2676	1.8692	2.0684
HECTD3	0.1794	0.1897	3.5066	3.2956	3.4011
HECTD4	0.4085	0.4059	1.3199	1.3314	1.3256
HELLS	0.3981	0.4003	1.3655	1.3556	1.3605
HELZ	0.4513	0.4357	1.1547	1.2113	1.1830
HEMGN	0.7638	0.7571	0.4804	0.4898	0.4851
HEPH	0.2923	0.2797	2.0049	2.1125	2.0587
HERC1	0.4679	0.4384	1.0986	1.2015	1.1501
HERC2	0.2736	0.3220	2.1682	1.7836	1.9759
HERC2P2	0.4825	0.7402	1.0523	0.5143	0.7833
HERC2P9	0.6537	0.6561	0.6536	0.6493	0.6515
HERC4	0.3278	0.3227	1.7449	1.7790	1.7620
HEXIM1	0.7307	0.6230	0.5284	0.7106	0.6195
HFM1	0.1546	0.1510	4.1285	4.2351	4.1818
HGH1	0.1799	0.1564	3.4959	4.0756	3.7858
HGS	0.2382	0.2343	2.5475	2.5968	2.5722
HHEX	0.8976	0.8796	0.3042	0.3274	0.3158
HIC2	0.8292	0.8066	0.3922	0.4218	0.4070
HIF1AN	0.4926	0.3961	1.0215	1.3744	1.1980
HINT1	0.0787	0.0901	8.4517	7.3425	7.8971
HIPK1	0.6489	0.6991	0.6623	0.5771	0.6197
HIPK2	0.3626	0.3607	1.5392	1.5494	1.5443
HIPK3	0.6038	0.5605	0.7487	0.8432	0.7960
HIRA	0.2869	0.2792	2.0502	2.1175	2.0839
HIST1H1B	0.4669	0.4517	1.1020	1.1534	1.1277
HIST1H1C	0.4107	0.4049	1.3107	1.3353	1.3230
HIST1H1D	0.4740	0.5067	1.0790	0.9808	1.0299
HIST1H1E	0.3795	0.3626	1.4525	1.5390	1.4958
HIST1H2AB	0.5574	0.5299	0.8503	0.9184	0.8844
HIST1H2AC	0.4011	0.4085	1.3522	1.3202	1.3362
HIST1H2AE	0.5028	0.5074	0.9919	0.9789	0.9854
HIST1H2AG	0.5131	0.5080	0.9631	0.9771	0.9701
HIST1H2AH	0.5349	0.5114	0.9055	0.9677	0.9366
HIST1H2AI	0.5367	0.5459	0.9010	0.8779	0.8894
HIST1H2AK	0.6362	0.5966	0.6856	0.7634	0.7245
HIST1H2BC	0.5265	0.4870	0.9272	1.0384	0.9828
HIST1H2BD	0.4913	0.4803	1.0255	1.0589	1.0422
HIST1H2BF	0.4441	0.4551	1.1806	1.1416	1.1611
HIST1H2BG	0.5059	0.4631	0.9832	1.1146	1.0489
HIST1H2BH	0.4917	0.4483	1.0243	1.1655	1.0949
HIST1H2BJ	0.4861	0.4921	1.0412	1.0231	1.0322
HIST1H2BK	0.3317	0.3468	1.7198	1.6277	1.6737
HIST1H2BL	0.4441	0.4435	1.1805	1.1827	1.1816
HIST1H2BN	0.5629	0.5250	0.8376	0.9310	0.8843
HIST1H2BO	0.5360	0.4889	0.9027	1.0326	0.9677
HIST1H3B	0.5732	0.5208	0.8142	0.9423	0.8782
HIST1H3D	0.6280	0.6151	0.7010	0.7260	0.7135
HIST1H3F	0.5083	0.5320	0.9764	0.9129	0.9446
HIST1H3H	0.4585	0.4847	1.1299	1.0455	1.0877
HIST1H3J	0.4707	0.4481	1.0894	1.1661	1.1277
HIST1H4B	0.4451	0.5098	1.1768	0.9721	1.0745
HIST1H4C	0.4910	0.4437	1.0266	1.1821	1.1043
HIST1H4D	0.4837	0.4254	1.0485	1.2510	1.1498
HIST1H4E	0.5315	0.5197	0.9142	0.9451	0.9297
HIST1H4H	0.4082	0.4237	1.3215	1.2576	1.2895
HIST1H4I	0.5856	0.5654	0.7869	0.8318	0.8094
HIST1H4J	0.5687	0.4423	0.8241	1.1872	1.0057
HIST1H4K	0.5662	0.5846	0.8299	0.7891	0.8095
HIST2H2AA3	0.8033	0.7964	0.4263	0.4355	0.4309
HIST2H2AA4	0.5969	0.5853	0.7628	0.7874	0.7751
HIST2H2AB	0.6498	0.6373	0.6607	0.6834	0.6720
HIST2H2AC	0.5300	0.5138	0.9181	0.9612	0.9396
HIST2H2BE	0.4526	0.4994	1.1504	1.0017	1.0760
HIST2H2BF	0.4912	0.4616	1.0259	1.1196	1.0727
HIST2H3A	0.6823	0.6601	0.6046	0.6423	0.6234
HIST2H3D	0.6218	0.5734	0.7129	0.8136	0.7632
HIST3H2A	0.4733	0.4978	1.0810	1.0064	1.0437
HIST3H2BB	0.5377	0.4787	0.8983	1.0640	0.9812
HIVEP1	0.8137	0.8715	0.4125	0.3378	0.3752
HJURP	0.8975	0.8407	0.3043	0.3774	0.3408
HK1	0.1187	0.1103	5.4841	5.9311	5.7076
HK2	0.4808	0.4780	1.0575	1.0663	1.0619
HLCS	0.2987	0.3781	1.9532	1.4593	1.7062
HLTF	0.1749	0.1553	3.6046	4.1079	3.8563
HM13	0.2532	0.2533	2.3746	2.3735	2.3740
HMBOX1	0.4760	0.5016	1.0727	0.9953	1.0340
HMBS	0.1917	0.1981	3.2565	3.1403	3.1984
HMG20A	0.3166	0.4151	1.8209	1.2926	1.5568
HMGA1	0.0768	0.0857	8.6694	7.7339	8.2016
HMGB1	0.0743	0.0872	8.9789	7.5995	8.2892
HMGB1P5	0.0733	0.0861	9.1098	7.6950	8.4024
HMGB2	0.2318	0.2096	2.6281	2.9475	2.7878
HMGB3	0.1713	0.2098	3.6879	2.9435	3.3157
HMGCR	0.5770	0.6000	0.8055	0.7564	0.7810
HMGCS1	0.2061	0.2682	3.0025	2.2203	2.6114
HMGN1	0.0634	0.0611	10.5829	10.9998	10.7914
HMGN2	0.0455	0.0533	14.8845	12.6608	13.7727
HMGN4	0.2338	0.2155	2.6022	2.8559	2.7290
HMGXB3	0.5396	0.5350	0.8937	0.9051	0.8994
HMGXB4	0.8191	0.8734	0.4054	0.3354	0.3704
HMMR	0.1807	0.1830	3.4782	3.4303	3.4542
HMOX2	0.3213	0.3677	1.7883	1.5123	1.6503
HN1	0.3281	0.2968	1.7434	1.9687	1.8560
HN1L	0.1194	0.1530	5.4520	4.1749	4.8135
HNRNPA0	0.4331	0.4047	1.2214	1.3364	1.2789
HNRNPA1P48	0.2594	0.2776	2.3079	2.1318	2.2199
HNRNPA2B1	0.0942	0.0990	7.0072	6.6457	6.8265
HNRNPA3	0.1342	0.1238	4.8111	5.2435	5.0273
HNRNPAB	0.2286	0.2333	2.6706	2.6094	2.6400
HNRNPC	0.0957	0.1057	6.8943	6.2023	6.5483
HNRNPD	0.0841	0.0914	7.8891	7.2340	7.5616
HNRNPDL	0.2585	0.2811	2.3174	2.1004	2.2089
HNRNPF	0.6234	0.6071	0.7098	0.7420	0.7259
HNRNPH1	0.1096	0.1096	5.9737	5.9687	5.9712
HNRNPH2	0.2922	0.2797	2.0059	2.1123	2.0591
HNRNPH3	0.1214	0.1179	5.3539	5.5234	5.4386
HNRNPK	0.1037	0.0976	6.3291	6.7473	6.5382
HNRNPL	0.1582	0.1822	4.0258	3.4458	3.7358
HNRNPLL	0.2681	0.2559	2.2213	2.3446	2.2829
HNRNPM	0.0615	0.0650	10.9169	10.3139	10.6154
HNRNPR	0.1346	0.1528	4.7954	4.1791	4.4872
HNRNPU	0.1297	0.1372	4.9887	4.6976	4.8431
HNRNPUL1	0.1908	0.2042	3.2735	3.0349	3.1542
HOMER1	0.3104	0.4118	1.8651	1.3060	1.5855
HOMEZ	0.5902	0.6422	0.7771	0.6744	0.7257
HOOK3	0.2448	0.3115	2.4684	1.8571	2.1627
HOXB2	0.7868	0.8541	0.4485	0.3601	0.4043
HOXB3	0.7507	0.7844	0.4990	0.4518	0.4754
HP1BP3	0.2243	0.2504	2.7285	2.4050	2.5667
HPCAL1	0.3140	0.3600	1.8390	1.5531	1.6961
HPS4	0.4452	0.5028	1.1767	0.9919	1.0843
HPS5	0.5629	0.5057	0.8376	0.9838	0.9107
HSDL1	0.4658	0.5147	1.1057	0.9588	1.0323
HSF1	0.2208	0.2182	2.7776	2.8152	2.7964
HSF2	0.8459	0.8851	0.3706	0.3204	0.3455
HSP90AA1	0.0734	0.0820	9.0864	8.1034	8.5949
HSP90AB1	0.1065	0.1290	6.1542	5.0189	5.5865
HSP90B1	0.0918	0.0910	7.1948	7.2680	7.2314
HSPA13	0.8073	0.8089	0.4209	0.4189	0.4199
HSPA14	0.3445	0.2923	1.6410	2.0052	1.8231
HSPA1A	0.6240	0.6582	0.7086	0.6457	0.6771
HSPA1B	0.7961	0.8168	0.4359	0.4084	0.4222
HSPA4	0.1084	0.1118	6.0423	5.8483	5.9453
HSPA4L	0.1224	0.2114	5.3067	2.9186	4.1126
HSPA5	0.3362	0.3747	1.6917	1.4765	1.5841
HSPA8	0.3131	0.3391	1.8458	1.6737	1.7598
HSPA9	0.1021	0.0969	6.4342	6.7992	6.6167
HSPB1	0.1033	0.1009	6.3563	6.5186	6.4374
HSPD1	0.0773	0.0678	8.6126	9.8784	9.2455
HSPG2	0.2383	0.2539	2.5465	2.3667	2.4566
HSPH1	0.1301	0.1629	4.9716	3.8988	4.4352
HTATSF1	0.1117	0.1410	5.8496	4.5598	5.2047
HTT	0.1905	0.2089	3.2807	2.9578	3.1192
HUWE1	0.2049	0.2235	3.0225	2.7406	2.8815
HYOU1	0.1142	0.1049	5.7141	6.2569	5.9855
IARS	0.1307	0.1540	4.9478	4.1448	4.5463
IARS2	0.0830	0.0841	7.9951	7.8921	7.9436
IBTK	0.6000	0.4793	0.7565	1.0622	0.9094
ICAM1	0.8181	0.7554	0.4067	0.4923	0.4495
ICAM2	0.3322	0.3170	1.7168	1.8177	1.7672
ICAM5	0.7334	0.7744	0.5243	0.4655	0.4949
ICE1	0.5106	0.5392	0.9699	0.8946	0.9322
ICE2	0.2580	0.1983	2.3226	3.1355	2.7290
ICMT	0.3657	0.3238	1.5228	1.7717	1.6472
ID1	0.8175	0.8931	0.4074	0.3101	0.3587
IDE	0.1399	0.1776	4.6008	3.5451	4.0730
IDH1	0.3470	0.3853	1.6265	1.4245	1.5255
IDH3A	0.0479	0.1132	14.1354	5.7677	9.9515
IDH3B	0.1075	0.1042	6.0973	6.2974	6.1973
IDI1	0.3810	0.3543	1.4453	1.5848	1.5151
IER2	0.5786	0.5847	0.8022	0.7887	0.7954
IER5	0.8897	0.8614	0.3144	0.3507	0.3325
IFNAR1	0.3313	0.3101	1.7223	1.8671	1.7947
IFNGR2	0.4677	0.5186	1.0993	0.9483	1.0238
IFRD2	0.2588	0.2520	2.3140	2.3878	2.3509
IGBP1	0.2591	0.3066	2.3118	1.8928	2.1023
IGF2BP1	0.2395	0.2433	2.5321	2.4862	2.5091
IGF2BP2	0.1842	0.2023	3.4048	3.0661	3.2354
IGF2BP3	0.1878	0.2199	3.3315	2.7913	3.0614
IGF2R	0.3274	0.3425	1.7480	1.6529	1.7005
IGHMBP2	0.7082	0.7219	0.5627	0.5416	0.5521
IK	0.1133	0.1528	5.7650	4.1804	4.9727
IKBKAP	0.1427	0.1436	4.5012	4.4705	4.4859
IKBKB	0.3743	0.3697	1.4783	1.5016	1.4899
IKZF1	0.4600	0.4812	1.1251	1.0562	1.0906
IKZF4	0.8510	0.8559	0.3641	0.3578	0.3610
IKZF5	0.6616	0.5889	0.6397	0.7797	0.7097
IL23R	0.5944	0.6395	0.7681	0.6794	0.7237
IL6ST	0.7985	0.8231	0.4326	0.4001	0.4164
ILF2	0.1019	0.1030	6.4515	6.3798	6.4157
ILF3	0.1261	0.1516	5.1409	4.2154	4.6781
IMMP2L	0.3430	0.3203	1.6500	1.7951	1.7226
IMMT	0.1029	0.0824	6.3858	8.0593	7.2226
IMP3	0.6859	0.6367	0.5985	0.6846	0.6416
IMP4	0.2154	0.2583	2.8576	2.3201	2.5888
IMPAD1	0.2606	0.3228	2.2954	1.7785	2.0369
IMPDH1	0.2186	0.2103	2.8099	2.9361	2.8730
IMPDH2	0.0960	0.0909	6.8661	7.2715	7.0688
INAFM2	0.7284	0.6824	0.5317	0.6044	0.5681
INCENP	0.4206	0.4044	1.2701	1.3379	1.3040
INF2	0.3319	0.3856	1.7184	1.4229	1.5707
ING3	0.5240	0.6136	0.9338	0.7289	0.8314
ING5	0.5577	0.5582	0.8498	0.8485	0.8491
INIP	0.5923	0.4748	0.7725	1.0765	0.9245
INO80	0.6591	0.6098	0.6441	0.7365	0.6903
INO80D	0.8847	0.8441	0.3209	0.3729	0.3469
INPP4A	0.5450	0.4190	0.8803	1.2766	1.0785
INPP5A	0.4801	0.4657	1.0597	1.1058	1.0828
INPP5B	0.3941	0.4115	1.3836	1.3073	1.3454
INPPL1	0.2380	0.2181	2.5507	2.8179	2.6843
INSIG1	0.7627	0.7528	0.4818	0.4960	0.4889
INTS1	0.1484	0.1616	4.3141	3.9313	4.1227
INTS10	0.1222	0.1657	5.3167	3.8273	4.5720
INTS11	0.1741	0.1691	3.6230	3.7408	3.6819
INTS12	0.5389	0.6062	0.8955	0.7437	0.8196
INTS13	0.1082	0.1598	6.0506	3.9822	5.0164
INTS14	0.4624	0.5067	1.1168	0.9809	1.0489
INTS2	0.5063	0.5014	0.9819	0.9959	0.9889
INTS3	0.1708	0.1817	3.7018	3.4576	3.5797
INTS4	0.2634	0.1938	2.2675	3.2170	2.7422
INTS5	0.8773	0.8165	0.3303	0.4088	0.3696
INTS6	0.7529	0.7574	0.4958	0.4894	0.4926
INTS7	0.4152	0.3675	1.2920	1.5133	1.4026
INTS8	0.1628	0.2127	3.9013	2.8986	3.4000
INTS9	0.2897	0.2975	2.0260	1.9632	1.9946
IP6K1	0.7824	0.8332	0.4546	0.3871	0.4208
IP6K2	0.7339	0.7105	0.5235	0.5591	0.5413
IPO11	0.1400	0.1820	4.5943	3.4499	4.0221
IPO13	0.2731	0.3360	2.1732	1.6930	1.9331
IPO5	0.0614	0.0862	10.9365	7.6871	9.3118
IPO7	0.2992	0.3085	1.9492	1.8789	1.9141
IPO8	0.0874	0.1137	7.5807	5.7415	6.6611
IPO9	0.1414	0.2083	4.5467	2.9680	3.7573
IPPK	0.7745	0.7050	0.4654	0.5678	0.5166
IQCB1	0.3577	0.3564	1.5657	1.5729	1.5693
IQGAP1	0.1003	0.0961	6.5612	6.8610	6.7111
IQGAP2	0.1504	0.1743	4.2531	3.6190	3.9361
IQGAP3	0.2241	0.3810	2.7312	1.4451	2.0882
